business_date,line_name,day_of_week,day_type,financial_year,total_boardings
2020-10-22,Williamstown,Thursday,Normal Weekday,2020-21,3530
2020-10-23,Williamstown,Friday,Public Holiday,2020-21,580
2020-10-24,Williamstown,Saturday,Saturday,2020-21,90
2020-10-25,Williamstown,Sunday,Sunday,2020-21,400
2020-10-26,Williamstown,Monday,Normal Weekday,2020-21,3570
2020-10-27,Williamstown,Tuesday,Normal Weekday,2020-21,3560
2020-10-28,Williamstown,Wednesday,Normal Weekday,2020-21,4940
2020-10-29,Williamstown,Thursday,Normal Weekday,2020-21,4980
2020-10-30,Williamstown,Friday,Normal Weekday,2020-21,5570
2020-10-31,Williamstown,Saturday,Saturday,2020-21,790
2020-11-01,Williamstown,Sunday,Sunday,2020-21,800
2020-11-02,Williamstown,Monday,Normal Weekday,2020-21,5050
2020-11-03,Williamstown,Tuesday,Public Holiday,2020-21,1550
2020-11-04,Williamstown,Wednesday,Normal Weekday,2020-21,4200
2020-11-05,Williamstown,Thursday,Normal Weekday,2020-21,4820
2020-11-06,Williamstown,Friday,Normal Weekday,2020-21,5440
2020-11-07,Williamstown,Saturday,Saturday,2020-21,720
2020-11-08,Williamstown,Sunday,Sunday,2020-21,660
2020-11-10,Williamstown,Tuesday,Normal Weekday,2020-21,5880
2020-11-11,Williamstown,Wednesday,Normal Weekday,2020-21,5480
2020-11-12,Williamstown,Thursday,Normal Weekday,2020-21,6170
2020-11-13,Williamstown,Friday,Normal Weekday,2020-21,6840
2020-11-14,Williamstown,Saturday,Saturday,2020-21,660
2020-11-15,Williamstown,Sunday,Sunday,2020-21,560
2020-11-16,Williamstown,Monday,Normal Weekday,2020-21,6160
2020-11-17,Williamstown,Tuesday,Normal Weekday,2020-21,5880
2020-11-18,Williamstown,Wednesday,Normal Weekday,2020-21,6390
2020-11-19,Williamstown,Thursday,Normal Weekday,2020-21,6560
2020-11-20,Williamstown,Friday,Normal Weekday,2020-21,7060
2020-11-21,Williamstown,Saturday,Saturday,2020-21,1230
2020-11-22,Williamstown,Sunday,Sunday,2020-21,590
2020-11-23,Williamstown,Monday,Normal Weekday,2020-21,5190
2020-11-24,Williamstown,Tuesday,Normal Weekday,2020-21,6600
2020-11-25,Williamstown,Wednesday,Normal Weekday,2020-21,7060
2020-11-26,Williamstown,Thursday,Normal Weekday,2020-21,7190
2020-11-27,Williamstown,Friday,Normal Weekday,2020-21,8070
2020-11-28,Williamstown,Saturday,Saturday,2020-21,1000
2020-11-29,Williamstown,Sunday,Sunday,2020-21,620
2020-11-30,Williamstown,Monday,Normal Weekday,2020-21,6750
2020-12-01,Williamstown,Tuesday,Normal Weekday,2020-21,6680
2020-12-02,Williamstown,Wednesday,Normal Weekday,2020-21,7280
2020-12-03,Williamstown,Thursday,Normal Weekday,2020-21,7720
2020-12-04,Williamstown,Friday,Normal Weekday,2020-21,8360
2020-12-05,Williamstown,Saturday,Saturday,2020-21,820
2020-12-06,Williamstown,Sunday,Sunday,2020-21,700
2020-12-07,Williamstown,Monday,Normal Weekday,2020-21,6160
2020-12-08,Williamstown,Tuesday,Normal Weekday,2020-21,7160
2020-12-09,Williamstown,Wednesday,Normal Weekday,2020-21,8250
2020-12-10,Williamstown,Thursday,Normal Weekday,2020-21,8300
2020-12-11,Williamstown,Friday,Normal Weekday,2020-21,9310
2020-12-12,Williamstown,Saturday,Saturday,2020-21,1410
2020-12-13,Williamstown,Sunday,Sunday,2020-21,960
2020-12-14,Williamstown,Monday,Normal Weekday,2020-21,7590
2020-12-15,Williamstown,Tuesday,Normal Weekday,2020-21,7800
2020-12-16,Williamstown,Wednesday,Normal Weekday,2020-21,8670
2020-12-17,Williamstown,Thursday,Normal Weekday,2020-21,8540
2020-12-18,Williamstown,Friday,Normal Weekday,2020-21,9810
2020-12-19,Williamstown,Saturday,Saturday,2020-21,1210
2020-12-20,Williamstown,Sunday,Sunday,2020-21,990
2020-12-21,Williamstown,Monday,School Holiday,2020-21,6960
2020-12-22,Williamstown,Tuesday,School Holiday,2020-21,7190
2020-12-23,Williamstown,Wednesday,School Holiday,2020-21,7440
2020-12-24,Williamstown,Thursday,School Holiday,2020-21,5090
2020-12-25,Williamstown,Friday,Public Holiday,2020-21,10
2020-12-26,Williamstown,Saturday,Public Holiday,2020-21,1090
2020-12-27,Williamstown,Sunday,Sunday,2020-21,650
2020-12-28,Williamstown,Monday,Public Holiday,2020-21,940
2020-12-29,Williamstown,Tuesday,School Holiday,2020-21,6210
2020-12-30,Williamstown,Wednesday,School Holiday,2020-21,5520
2020-12-31,Williamstown,Thursday,School Holiday,2020-21,4740
2021-01-01,Williamstown,Friday,Public Holiday,2020-21,560
2021-01-02,Williamstown,Saturday,Saturday,2020-21,870
2021-01-03,Williamstown,Sunday,Sunday,2020-21,540
2021-01-04,Williamstown,Monday,School Holiday,2020-21,4480
2021-01-05,Williamstown,Tuesday,School Holiday,2020-21,5280
2021-01-06,Williamstown,Wednesday,School Holiday,2020-21,5490
2021-01-07,Williamstown,Thursday,School Holiday,2020-21,6140
2021-01-08,Williamstown,Friday,School Holiday,2020-21,7060
2021-01-09,Williamstown,Saturday,Saturday,2020-21,1420
2021-01-10,Williamstown,Sunday,Sunday,2020-21,1280
2021-01-11,Williamstown,Monday,School Holiday,2020-21,5730
2021-01-12,Williamstown,Tuesday,School Holiday,2020-21,6910
2021-01-13,Williamstown,Wednesday,School Holiday,2020-21,6910
2021-01-14,Williamstown,Thursday,School Holiday,2020-21,7060
2021-01-15,Williamstown,Friday,School Holiday,2020-21,7150
2021-01-16,Williamstown,Saturday,Saturday,2020-21,1030
2021-01-17,Williamstown,Sunday,Sunday,2020-21,960
2021-01-18,Williamstown,Monday,School Holiday,2020-21,7140
2021-01-19,Williamstown,Tuesday,School Holiday,2020-21,7500
2021-01-20,Williamstown,Wednesday,School Holiday,2020-21,8670
2021-01-21,Williamstown,Thursday,School Holiday,2020-21,8500
2021-01-22,Williamstown,Friday,School Holiday,2020-21,8310
2021-01-23,Williamstown,Saturday,Saturday,2020-21,1430
2021-01-24,Williamstown,Sunday,Sunday,2020-21,970
2021-01-25,Williamstown,Monday,School Holiday,2020-21,5270
2021-01-26,Williamstown,Tuesday,Public Holiday,2020-21,560
2021-01-27,Williamstown,Wednesday,School Holiday,2020-21,8800
2021-01-28,Williamstown,Thursday,Normal Weekday,2020-21,8780
2021-01-29,Williamstown,Friday,Normal Weekday,2020-21,7990
2021-01-30,Williamstown,Saturday,Saturday,2020-21,1070
2021-01-31,Williamstown,Sunday,Sunday,2020-21,4450
2021-02-01,Williamstown,Monday,Normal Weekday,2020-21,9250
2021-02-02,Williamstown,Tuesday,Normal Weekday,2020-21,9730
2021-02-03,Williamstown,Wednesday,Normal Weekday,2020-21,10300
2021-02-04,Williamstown,Thursday,Normal Weekday,2020-21,9950
2021-02-05,Williamstown,Friday,Normal Weekday,2020-21,8800
2021-02-06,Williamstown,Saturday,Saturday,2020-21,7040
2021-02-07,Williamstown,Sunday,Sunday,2020-21,5250
2021-02-08,Williamstown,Monday,Normal Weekday,2020-21,9010
2021-02-09,Williamstown,Tuesday,Normal Weekday,2020-21,10010
2021-02-10,Williamstown,Wednesday,Normal Weekday,2020-21,10220
2021-02-11,Williamstown,Thursday,Normal Weekday,2020-21,9760
2021-02-12,Williamstown,Friday,Normal Weekday,2020-21,9840
2021-02-13,Williamstown,Saturday,Saturday,2020-21,500
2021-02-14,Williamstown,Sunday,Sunday,2020-21,440
2021-02-15,Williamstown,Monday,Normal Weekday,2020-21,1480
2021-02-16,Williamstown,Tuesday,Normal Weekday,2020-21,1550
2021-02-17,Williamstown,Wednesday,Normal Weekday,2020-21,1710
2021-02-18,Williamstown,Thursday,Normal Weekday,2020-21,8560
2021-02-19,Williamstown,Friday,Normal Weekday,2020-21,9110
2021-02-22,Williamstown,Monday,Normal Weekday,2020-21,8670
2021-02-23,Williamstown,Tuesday,Normal Weekday,2020-21,9510
2021-02-24,Williamstown,Wednesday,Normal Weekday,2020-21,9690
2021-02-25,Williamstown,Thursday,Normal Weekday,2020-21,10070
2021-02-26,Williamstown,Friday,Normal Weekday,2020-21,10530
2021-03-03,Williamstown,Wednesday,Normal Weekday,2020-21,10810
2021-03-04,Williamstown,Thursday,Normal Weekday,2020-21,11940
2021-03-05,Williamstown,Friday,Normal Weekday,2020-21,12380
2021-03-06,Williamstown,Saturday,Saturday,2020-21,4640
2021-03-07,Williamstown,Sunday,Sunday,2020-21,4630
2021-03-08,Williamstown,Monday,Public Holiday,2020-21,4090
2021-03-09,Williamstown,Tuesday,Normal Weekday,2020-21,10310
2021-03-10,Williamstown,Wednesday,Normal Weekday,2020-21,11090
2021-03-11,Williamstown,Thursday,Normal Weekday,2020-21,11490
2021-03-12,Williamstown,Friday,Normal Weekday,2020-21,11410
2021-03-13,Williamstown,Saturday,Saturday,2020-21,5400
2021-03-14,Williamstown,Sunday,Sunday,2020-21,5470
2021-03-15,Williamstown,Monday,Normal Weekday,2020-21,10650
2021-03-16,Williamstown,Tuesday,Normal Weekday,2020-21,11670
2021-03-17,Williamstown,Wednesday,Normal Weekday,2020-21,11430
2021-03-18,Williamstown,Thursday,Normal Weekday,2020-21,12520
2021-03-19,Williamstown,Friday,Normal Weekday,2020-21,12640
2021-03-20,Williamstown,Saturday,Saturday,2020-21,10510
2021-03-21,Williamstown,Sunday,Sunday,2020-21,6330
2021-03-22,Williamstown,Monday,Normal Weekday,2020-21,10740
2021-03-23,Williamstown,Tuesday,Normal Weekday,2020-21,11420
2021-03-24,Williamstown,Wednesday,Normal Weekday,2020-21,11550
2021-03-25,Williamstown,Thursday,Normal Weekday,2020-21,13400
2021-03-26,Williamstown,Friday,Normal Weekday,2020-21,12590
2021-03-27,Williamstown,Saturday,Saturday,2020-21,5370
2021-03-28,Williamstown,Sunday,Sunday,2020-21,6960
2021-03-29,Williamstown,Monday,Normal Weekday,2020-21,10610
2021-03-30,Williamstown,Tuesday,Normal Weekday,2020-21,14190
2021-03-31,Williamstown,Wednesday,Normal Weekday,2020-21,12880
2021-04-01,Williamstown,Thursday,Normal Weekday,2020-21,13010
2021-04-02,Williamstown,Friday,Public Holiday,2020-21,6090
2021-04-04,Williamstown,Sunday,Public Holiday,2020-21,4440
2021-04-05,Williamstown,Monday,Public Holiday,2020-21,4880
2021-04-06,Williamstown,Tuesday,School Holiday,2020-21,9840
2021-04-07,Williamstown,Wednesday,School Holiday,2020-21,11210
2021-04-08,Williamstown,Thursday,School Holiday,2020-21,11510
2021-04-09,Williamstown,Friday,School Holiday,2020-21,11870
2021-04-10,Williamstown,Saturday,Saturday,2020-21,11600
2021-04-11,Williamstown,Sunday,Sunday,2020-21,8010
2021-04-12,Williamstown,Monday,School Holiday,2020-21,10320
2021-04-13,Williamstown,Tuesday,School Holiday,2020-21,12170
2021-04-14,Williamstown,Wednesday,School Holiday,2020-21,12880
2021-04-15,Williamstown,Thursday,School Holiday,2020-21,13790
2021-04-16,Williamstown,Friday,School Holiday,2020-21,12700
2021-04-17,Williamstown,Saturday,Saturday,2020-21,9480
2021-04-18,Williamstown,Sunday,Sunday,2020-21,6570
2021-04-19,Williamstown,Monday,Normal Weekday,2020-21,10650
2021-04-20,Williamstown,Tuesday,Normal Weekday,2020-21,12340
2021-04-21,Williamstown,Wednesday,Normal Weekday,2020-21,11610
2021-04-22,Williamstown,Thursday,Normal Weekday,2020-21,12540
2021-04-23,Williamstown,Friday,Normal Weekday,2020-21,13030
2021-04-24,Williamstown,Saturday,Saturday,2020-21,7430
2021-04-25,Williamstown,Sunday,Public Holiday,2020-21,6610
2021-04-26,Williamstown,Monday,Normal Weekday,2020-21,10320
2021-04-27,Williamstown,Tuesday,Normal Weekday,2020-21,12780
2021-04-28,Williamstown,Wednesday,Normal Weekday,2020-21,13250
2021-04-29,Williamstown,Thursday,Normal Weekday,2020-21,13570
2021-04-30,Williamstown,Friday,Normal Weekday,2020-21,14240
2021-05-01,Williamstown,Saturday,Saturday,2020-21,8120
2021-05-02,Williamstown,Sunday,Sunday,2020-21,6250
2021-05-03,Williamstown,Monday,Normal Weekday,2020-21,11320
2021-05-04,Williamstown,Tuesday,Normal Weekday,2020-21,12870
2021-05-05,Williamstown,Wednesday,Normal Weekday,2020-21,14830
2021-05-06,Williamstown,Thursday,Normal Weekday,2020-21,13540
2021-05-07,Williamstown,Friday,Normal Weekday,2020-21,13680
2021-05-08,Williamstown,Saturday,Saturday,2020-21,9410
2021-05-09,Williamstown,Sunday,Sunday,2020-21,8150
2021-05-10,Williamstown,Monday,Normal Weekday,2020-21,11100
2021-05-11,Williamstown,Tuesday,Normal Weekday,2020-21,13290
2021-05-12,Williamstown,Wednesday,Normal Weekday,2020-21,14060
2021-05-13,Williamstown,Thursday,Normal Weekday,2020-21,13020
2021-05-14,Williamstown,Friday,Normal Weekday,2020-21,14120
2021-05-15,Williamstown,Saturday,Saturday,2020-21,8770
2021-05-16,Williamstown,Sunday,Sunday,2020-21,9860
2021-05-17,Williamstown,Monday,Normal Weekday,2020-21,11410
2021-05-18,Williamstown,Tuesday,Normal Weekday,2020-21,13410
2021-05-19,Williamstown,Wednesday,Normal Weekday,2020-21,14020
2021-05-20,Williamstown,Thursday,Normal Weekday,2020-21,13790
2021-05-21,Williamstown,Friday,Normal Weekday,2020-21,14020
2021-05-24,Williamstown,Monday,Normal Weekday,2020-21,10970
2021-05-25,Williamstown,Tuesday,Normal Weekday,2020-21,12820
2021-05-26,Williamstown,Wednesday,Normal Weekday,2020-21,9360
2021-05-27,Williamstown,Thursday,Normal Weekday,2020-21,8720
2021-05-28,Williamstown,Friday,Normal Weekday,2020-21,2180
2021-05-29,Williamstown,Saturday,Saturday,2020-21,1110
2021-05-30,Williamstown,Sunday,Sunday,2020-21,680
2021-05-31,Williamstown,Monday,Normal Weekday,2020-21,2260
2021-06-01,Williamstown,Tuesday,Normal Weekday,2020-21,1870
2021-06-02,Williamstown,Wednesday,Normal Weekday,2020-21,2050
2021-06-03,Williamstown,Thursday,Normal Weekday,2020-21,2070
2021-06-04,Williamstown,Friday,Normal Weekday,2020-21,2250
2021-06-05,Williamstown,Saturday,Saturday,2020-21,870
2021-06-06,Williamstown,Sunday,Sunday,2020-21,720
2021-06-07,Williamstown,Monday,Normal Weekday,2020-21,2360
2021-06-08,Williamstown,Tuesday,Normal Weekday,2020-21,2460
2021-06-09,Williamstown,Wednesday,Normal Weekday,2020-21,2600
2021-06-10,Williamstown,Thursday,Normal Weekday,2020-21,2660
2021-06-11,Williamstown,Friday,Normal Weekday,2020-21,6270
2021-06-12,Williamstown,Saturday,Saturday,2020-21,5600
2021-06-13,Williamstown,Sunday,Sunday,2020-21,5140
2021-06-14,Williamstown,Monday,Public Holiday,2020-21,2860
2021-06-15,Williamstown,Tuesday,Normal Weekday,2020-21,7160
2021-06-16,Williamstown,Wednesday,Normal Weekday,2020-21,7540
2021-06-17,Williamstown,Thursday,Normal Weekday,2020-21,7600
2021-06-18,Williamstown,Friday,Normal Weekday,2020-21,8220
2021-06-19,Williamstown,Saturday,Saturday,2020-21,930
2021-06-20,Williamstown,Sunday,Sunday,2020-21,4270
2021-06-21,Williamstown,Monday,Normal Weekday,2020-21,7620
2021-06-22,Williamstown,Tuesday,Normal Weekday,2020-21,7790
2021-06-23,Williamstown,Wednesday,Normal Weekday,2020-21,8360
2021-06-24,Williamstown,Thursday,Normal Weekday,2020-21,9310
2021-06-25,Williamstown,Friday,Normal Weekday,2020-21,9450
2021-06-26,Williamstown,Saturday,Saturday,2020-21,7190
2021-06-27,Williamstown,Sunday,Sunday,2020-21,6880
2021-06-28,Williamstown,Monday,School Holiday,2020-21,8740
2021-06-29,Williamstown,Tuesday,School Holiday,2020-21,9630
2021-06-30,Williamstown,Wednesday,School Holiday,2020-21,10310
2021-07-01,Williamstown,Thursday,School Holiday,2021-22,9900
2021-07-02,Williamstown,Friday,School Holiday,2021-22,10210
2021-07-03,Williamstown,Saturday,Saturday,2021-22,7970
2021-07-04,Williamstown,Sunday,Sunday,2021-22,6470
2021-07-05,Williamstown,Monday,School Holiday,2021-22,8870
2021-07-06,Williamstown,Tuesday,School Holiday,2021-22,9800
2021-07-07,Williamstown,Wednesday,School Holiday,2021-22,9090
2021-07-08,Williamstown,Thursday,School Holiday,2021-22,10180
2021-07-09,Williamstown,Friday,School Holiday,2021-22,11010
2021-07-10,Williamstown,Saturday,Saturday,2021-22,6730
2021-07-11,Williamstown,Sunday,Sunday,2021-22,6600
2021-07-12,Williamstown,Monday,Normal Weekday,2021-22,9660
2021-07-13,Williamstown,Tuesday,Normal Weekday,2021-22,11870
2021-07-14,Williamstown,Wednesday,Normal Weekday,2021-22,11050
2021-07-15,Williamstown,Thursday,Normal Weekday,2021-22,10360
2021-07-16,Williamstown,Friday,Normal Weekday,2021-22,2200
2021-07-17,Williamstown,Saturday,Saturday,2021-22,720
2021-07-18,Williamstown,Sunday,Sunday,2021-22,430
2021-07-19,Williamstown,Monday,Normal Weekday,2021-22,2080
2021-07-20,Williamstown,Tuesday,Normal Weekday,2021-22,1930
2021-07-21,Williamstown,Wednesday,Normal Weekday,2021-22,2140
2021-07-22,Williamstown,Thursday,Normal Weekday,2021-22,2240
2021-07-23,Williamstown,Friday,Normal Weekday,2021-22,2240
2021-07-24,Williamstown,Saturday,Saturday,2021-22,1250
2021-07-25,Williamstown,Sunday,Sunday,2021-22,900
2021-07-26,Williamstown,Monday,Normal Weekday,2021-22,2180
2021-07-27,Williamstown,Tuesday,Normal Weekday,2021-22,2420
2021-07-28,Williamstown,Wednesday,Normal Weekday,2021-22,7210
2021-07-29,Williamstown,Thursday,Normal Weekday,2021-22,7090
2021-07-30,Williamstown,Friday,Normal Weekday,2021-22,7730
2021-07-31,Williamstown,Saturday,Saturday,2021-22,6730
2021-08-01,Williamstown,Sunday,Sunday,2021-22,4830
2021-08-02,Williamstown,Monday,Normal Weekday,2021-22,7400
2021-08-03,Williamstown,Tuesday,Normal Weekday,2021-22,7540
2021-08-04,Williamstown,Wednesday,Normal Weekday,2021-22,8600
2021-08-05,Williamstown,Thursday,Normal Weekday,2021-22,7870
2021-08-06,Williamstown,Friday,Normal Weekday,2021-22,2050
2021-08-07,Williamstown,Saturday,Saturday,2021-22,640
2021-08-08,Williamstown,Sunday,Sunday,2021-22,400
2021-08-09,Williamstown,Monday,Normal Weekday,2021-22,1980
2021-08-10,Williamstown,Tuesday,Normal Weekday,2021-22,2140
2021-08-11,Williamstown,Wednesday,Normal Weekday,2021-22,2150
2021-08-12,Williamstown,Thursday,Normal Weekday,2021-22,2240
2021-08-13,Williamstown,Friday,Normal Weekday,2021-22,2570
2021-08-14,Williamstown,Saturday,Saturday,2021-22,940
2021-08-15,Williamstown,Sunday,Sunday,2021-22,700
2021-08-16,Williamstown,Monday,Normal Weekday,2021-22,1990
2021-08-17,Williamstown,Tuesday,Normal Weekday,2021-22,2170
2021-08-18,Williamstown,Wednesday,Normal Weekday,2021-22,1930
2021-08-19,Williamstown,Thursday,Normal Weekday,2021-22,2160
2021-08-20,Williamstown,Friday,Normal Weekday,2021-22,1900
2021-08-21,Williamstown,Saturday,Saturday,2021-22,710
2021-08-22,Williamstown,Sunday,Sunday,2021-22,430
2021-08-23,Williamstown,Monday,Normal Weekday,2021-22,1910
2021-08-24,Williamstown,Tuesday,Normal Weekday,2021-22,2240
2021-08-25,Williamstown,Wednesday,Normal Weekday,2021-22,2010
2021-08-26,Williamstown,Thursday,Normal Weekday,2021-22,2130
2021-08-27,Williamstown,Friday,Normal Weekday,2021-22,2280
2021-08-28,Williamstown,Saturday,Saturday,2021-22,1020
2021-08-29,Williamstown,Sunday,Sunday,2021-22,570
2021-08-30,Williamstown,Monday,Normal Weekday,2021-22,2270
2021-08-31,Williamstown,Tuesday,Normal Weekday,2021-22,2180
2021-09-01,Williamstown,Wednesday,Normal Weekday,2021-22,2440
2021-09-02,Williamstown,Thursday,Normal Weekday,2021-22,2380
2021-09-03,Williamstown,Friday,Normal Weekday,2021-22,2010
2021-09-04,Williamstown,Saturday,Saturday,2021-22,1180
2021-09-05,Williamstown,Sunday,Sunday,2021-22,840
2021-09-06,Williamstown,Monday,Normal Weekday,2021-22,3310
2021-09-07,Williamstown,Tuesday,Normal Weekday,2021-22,3170
2021-09-08,Williamstown,Wednesday,Normal Weekday,2021-22,2400
2021-09-09,Williamstown,Thursday,Normal Weekday,2021-22,2500
2021-09-10,Williamstown,Friday,Normal Weekday,2021-22,2360
2021-09-11,Williamstown,Saturday,Saturday,2021-22,880
2021-09-12,Williamstown,Sunday,Sunday,2021-22,660
2021-09-13,Williamstown,Monday,Normal Weekday,2021-22,2280
2021-09-14,Williamstown,Tuesday,Normal Weekday,2021-22,2820
2021-09-15,Williamstown,Wednesday,Normal Weekday,2021-22,2690
2021-09-16,Williamstown,Thursday,Normal Weekday,2021-22,2440
2021-09-17,Williamstown,Friday,Normal Weekday,2021-22,2590
2021-09-18,Williamstown,Saturday,Saturday,2021-22,400
2021-09-19,Williamstown,Sunday,Sunday,2021-22,990
2021-09-20,Williamstown,Monday,School Holiday,2021-22,2460
2021-09-21,Williamstown,Tuesday,School Holiday,2021-22,2730
2021-09-22,Williamstown,Wednesday,School Holiday,2021-22,2550
2021-09-23,Williamstown,Thursday,School Holiday,2021-22,210
2021-09-24,Williamstown,Friday,Public Holiday,2021-22,770
2021-09-25,Williamstown,Saturday,Saturday,2021-22,1100
2021-09-26,Williamstown,Sunday,Sunday,2021-22,840
2021-09-27,Williamstown,Monday,School Holiday,2021-22,170
2021-09-28,Williamstown,Tuesday,School Holiday,2021-22,240
2021-09-29,Williamstown,Wednesday,School Holiday,2021-22,160
2021-09-30,Williamstown,Thursday,School Holiday,2021-22,170
2021-10-01,Williamstown,Friday,School Holiday,2021-22,180
2021-10-02,Williamstown,Saturday,Saturday,2021-22,1020
2021-10-03,Williamstown,Sunday,Sunday,2021-22,740
2021-10-04,Williamstown,Monday,Normal Weekday,2021-22,160
2021-10-05,Williamstown,Tuesday,Normal Weekday,2021-22,2580
2021-10-06,Williamstown,Wednesday,Normal Weekday,2021-22,160
2021-10-07,Williamstown,Thursday,Normal Weekday,2021-22,230
2021-10-08,Williamstown,Friday,Normal Weekday,2021-22,290
2021-10-09,Williamstown,Saturday,Saturday,2021-22,1730
2021-10-10,Williamstown,Sunday,Sunday,2021-22,990
2021-10-11,Williamstown,Monday,Normal Weekday,2021-22,150
